routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.00031,0.00157,2e-05,2383
__check_action_completion,6e-05,1e-05,6e-05,2383
preplanner/update_percepts,4e-05,0.00015,3e-05,2383
preplanner/needs_planning,0.0,0.0,0.0,2383
preplanner/calculate_access_opportunities,0.03101,0.0,0.03101,1
preplanner/_schedule_observations,0.0983,0.0,0.0983,1
preplanner/is_observation_path_valid,0.00048,0.0,0.00048,1
preplanner/_create_broadcast_path,0.00747,0.0,0.00747,1
preplanner/_schedule_broadcasts,0.18104,0.0,0.18104,1
preplanner/_schedule_maneuvers,0.12699,0.0,0.12699,1
preplanner/__schedule_periodic_replan,0.00715,0.0,0.00715,1
preplanner/generate_plan,0.42566,0.0,0.42566,1
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,2383
replanner/update_percepts,0.00031,0.00071,0.00014,2383
replanner/check_request_completion,0.21126,10.00414,0.00337,2383
replanner/check_request_end_time,0.0,0.0,0.0,2383
replanner/compare_bids,0.00288,0.00458,0.00099,2383
replanner/consensus_phase,0.21415,10.0042,0.00619,2383
replanner/is_observation_path_valid,2e-05,0.00014,1e-05,4998
replanner/is_task_path_valid,2e-05,0.0,2e-05,2385
replanner/needs_planning,0.2142,10.0042,0.00622,2383
replanner/_get_available_requests,4e-05,0.0001,3e-05,249
replanner/_generate_bids_from_request,1e-05,0.0,1e-05,2
replanner/_get_matching_request,1e-05,0.0,1e-05,229
replanner/_can_bid,1e-05,0.0,1e-05,225
replanner/_can_access,0.00159,0.0,0.00159,1
replanner/planning_phase,0.00165,0.0,0.00165,1
replanner/merge_plans,0.06228,0.0,0.06228,1
replanner/_schedule_observations,0.06269,0.0,0.06269,1
replanner/_schedule_maneuvers,0.09172,0.0,0.09172,1
replanner/_create_broadcast_path,0.00663,0.0,0.00663,1
replanner/_schedule_broadcasts,0.00678,0.0,0.00678,1
replanner/_schedule_waits,0.0,0.0,0.0,1
replanner/generate_plan,0.16675,0.0,0.16675,1
