routine,t_avg,t_std,t_med,n
check_action_statuses,0.02,0.047,0.005,730
update_state,0.0,0.0,0.0,730
sense_environment,0.348,0.318,0.249,729
update_state_environment,0.002,0.025,0.0,729
get_environment_broadcasts,0.0,0.0,0.0,729
get_agent_broadcasts,0.0,0.0,0.0,729
sense,0.369,0.332,0.265,729
think,23.625,34.675,22.351,729
perform_broadcast,0.015,0.072,0.0,71
do,8.655,6.704,7.646,729
perform_wait_for_messages,9.151,6.567,8.588,683
perform_state_change,9.439,6.575,9.182,650
perform_measurement,0.781,0.712,0.549,38
