Eclipse times for Spacecraft with id sar_sat_2_0
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
0,68
491,661
1084,1254
1678,1847
2271,2439
2864,3032
3458,3625
4051,4217
4645,4810
5238,5403
5831,5995
6425,6588
7018,7181
7612,7773
8205,8366
