routine,t_avg,t_std,t_med,n
__check_action_completion,0.001,0.002,0.0,333
_wait_for_messages,0.0,0.0,0.0,333
_preplan,0.024,0.022,0.019,4
_get_next_actions,0.0,0.0,0.0,333
preplanner/__get_new_requests,0.0,0.001,0.0,333
preplanner/__update_performed_requests,0.0,0.004,0.0,333
preplanner/_calc_arrival_times,0.157,0.05,0.158,1245
preplanner/__update_access_times,0.587,5.245,0.0,333
preplanner/needs_initialized_plan,0.587,5.245,0.0,333
preplanner/_get_available_requests,0.0,0.0,0.0,4
preplanner/_plan_from_path,0.009,0.006,0.011,4
preplanner/initialize_plan,0.019,0.018,0.014,4
