routine,t_avg,t_std,t_med,n
sense,0.019,0.007,0.021,31
think,0.01,0.004,0.01,31
do,0.742,3.755,0.058,31
BROADCAST_MSG,0.003,0.002,0.003,14
WAIT_FOR_MSG,0.765,3.815,0.058,30
