routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.016,0.0,4392
update_state,0.0,0.0,0.0,4392
sense_environment,0.174,0.102,0.161,4391
update_state_environment,0.002,0.014,0.0,4391
get_environment_broadcasts,0.012,0.025,0.0,4391
get_agent_broadcasts,0.058,0.092,0.0,4391
sense,0.249,0.13,0.234,4391
think,0.427,0.352,0.384,4391
perform_broadcast,0.005,0.018,0.0,1412
do,0.156,0.139,0.122,4391
perform_wait_for_messages,0.148,0.15,0.095,2979
perform_state_change,0.132,0.124,0.089,1407
perform_observation,0.167,0.106,0.148,1407
