routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.02,0.053,0.0,4391
__check_action_completion,0.0,0.002,0.0,4391
preplanner/update_percepts,0.001,0.007,0.0,4391
preplanner/needs_planning,0.0,0.0,0.0,4391
preplanner/calculate_access_opportunities,0.541,0.0,0.541,1
preplanner/_schedule_observations,1.462,0.0,1.462,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_create_broadcast_path,0.017,0.0,0.017,1
preplanner/_schedule_broadcasts,1.243,0.0,1.243,1
preplanner/_schedule_maneuvers,9.299,0.0,9.299,1
preplanner/__schedule_periodic_replan,0.047,0.0,0.047,1
preplanner/generate_plan,13.189,0.0,13.189,1
replanner/needs_planning,0.0,0.003,0.0,4391
replanner/_create_broadcast_path,0.086,0.099,0.036,4
