routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.022,0.0,216
update_state,0.0,0.0,0.0,216
sense_environment,0.264,0.159,0.225,215
update_state_environment,0.001,0.008,0.0,215
get_environment_broadcasts,0.0,0.0,0.0,215
get_agent_broadcasts,0.0,0.0,0.0,215
sense,0.269,0.163,0.226,215
think,1.73,2.97,1.352,215
perform_broadcast,0.021,0.044,0.0,11
do,0.29,0.288,0.212,215
perform_wait_for_messages,0.292,0.291,0.22,204
perform_state_change,0.306,0.3,0.234,187
perform_measurement,0.137,0.129,0.077,9
