routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,397
update_state,0.0,0.0,0.0,397
sense_environment,0.047,0.021,0.05,397
update_state_environment,0.0,0.001,0.0,397
get_environment_broadcasts,0.001,0.003,0.0,397
get_agent_broadcasts,0.0,0.003,0.0,397
sense,0.049,0.021,0.05,397
think,0.132,0.852,0.028,396
perform_wait_for_messages,0.341,1.863,0.023,362
do,0.314,1.784,0.021,396
perform_state_change,0.022,0.011,0.02,33
perform_observation,0.019,0.032,0.01,33
perform_broadcast,0.004,0.005,0.001,4
