routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.001,0.01,0.0,2437
__check_action_completion,0.001,0.008,0.0,2437
replanner/__get_new_requests,0.0,0.0,0.0,2437
replanner/__update_performed_requests,0.0,0.002,0.0,2437
replanner/_update_access_times,0.081,0.951,0.0,2437
replanner/update_percepts,0.131,0.957,0.001,2437
replanner/compile_external_plan_bids,0.0,0.002,0.0,2437
replanner/compile_new_measurement_request_bids,0.008,0.032,0.001,2437
replanner/check_request_completion,0.0,0.004,0.0,2437
replanner/check_request_end_time,0.0,0.001,0.0,2437
replanner/compare_bids,0.071,0.176,0.003,2437
replanner/consensus_phase,0.071,0.176,0.003,2437
replanner/needs_planning,0.368,0.396,0.226,2437
replanner/_get_available_requests,0.789,0.663,0.798,122
replanner/calc_imaging_time,0.177,0.322,0.028,454
replanner/planning_phase,2.132,2.172,1.93,120
replanner/_schdule_measurements,0.037,0.062,0.007,675
replanner/_schedule_broadcasts,0.21,0.327,0.053,675
replanner/_schedule_maneuvers,0.256,0.317,0.129,675
replanner/_schedule_waits,0.0,0.0,0.0,675
replanner/_plan_from_path,0.504,0.533,0.317,675
replanner/generate_plan,1.227,1.331,0.814,675
