routine,t_avg,t_std,t_med,n,t_total
check_action_statuses,0.0,0.001,0.0,1171,0.22088206599801197
update_state,0.0,0.0,0.0,1171,0.12881709301473165
sense_environment,0.027,0.019,0.024,1170,31.98825611402208
update_state_environment,0.0,0.001,0.0,1170,0.14570063298197056
get_environment_broadcasts,0.001,0.003,0.0,1170,1.1135578970370261
get_agent_broadcasts,0.007,0.023,0.0,1170,8.593814457008193
sense,0.036,0.027,0.029,1170,42.300519113998234
think,0.042,0.04,0.031,1170,48.739384368987885
perform_broadcast,0.001,0.003,0.0,107,0.15167241600101988
do,0.039,0.033,0.03,1170,45.679601235997325
perform_wait_for_messages,0.043,0.034,0.035,1014,43.82387671696779
perform_state_change,0.035,0.022,0.029,105,3.640533517007498
perform_observation,0.016,0.013,0.011,94,1.5018934030031232
