Eclipse times for Spacecraft with id vis_sat_0_1
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
226,403
819,997
1413,1590
2006,2184
2599,2777
3193,3371
3786,3964
4380,4558
4973,5151
5566,5745
6160,6338
6753,6932
7346,7525
7940,8119
8533,8640
