Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
201,3789,,-34.931,116.411,675.8,-16.79,18.54,49.75
202,3789,,-34.931,116.411,672.0,-15.91,17.57,49.71
202,4312,,-34.502,116.645,674.0,-16.44,18.16,49.53
203,3789,,-34.931,116.411,675.5,-16.94,18.71,49.68
203,4312,,-34.502,116.645,671.7,-15.98,17.65,49.5
204,3768,,-33.325,117.587,683.7,-18.99,20.99,48.73
204,4312,,-34.502,116.645,676.9,-17.41,19.23,49.47
205,2538,,-33.27,118.378,705.7,-23.26,25.77,48.04
205,2890,,-33.169,118.365,704.0,-22.98,25.45,48.06
205,3768,,-33.325,117.587,679.3,-18.09,19.99,48.7
206,2538,,-33.27,118.378,704.8,-23.19,25.69,48.01
206,2890,,-33.169,118.365,702.0,-22.73,25.16,48.02
206,3768,,-33.325,117.587,682.1,-18.84,20.82,48.67
207,2538,,-33.27,118.378,710.9,-24.27,26.9,47.97
207,2890,,-33.169,118.365,707.1,-23.67,26.22,47.99
208,1503,,-29.731,115.823,658.6,12.69,13.99,50.38
209,1503,,-29.731,115.823,650.7,9.67,10.66,50.34
209,2712,,-30.82,119.012,684.3,-19.61,21.68,47.5
209,3630,,-30.861,119.448,701.0,-22.78,25.22,47.12
209,3765,,-30.938,119.657,710.3,-24.33,26.96,46.94
209,3807,,-30.949,118.916,682.3,-19.18,21.19,47.57
210,1503,,-29.731,115.823,650.3,9.68,10.66,50.31
210,2712,,-30.82,119.012,682.8,-19.37,21.41,47.47
210,3630,,-30.861,119.448,698.2,-22.38,24.76,47.09
210,3765,,-30.938,119.657,707.6,-23.97,26.56,46.9
210,3807,,-30.949,118.916,682.6,-19.33,21.36,47.54
210,4283,,-29.193,117.223,645.1,6.8,7.49,49.16
211,2712,,-30.82,119.012,688.5,-20.63,22.81,47.43
211,3630,,-30.861,119.448,702.5,-23.2,25.69,47.05
211,3765,,-30.938,119.657,711.9,-24.72,27.4,46.87
211,3807,,-30.949,118.916,690.0,-20.94,23.16,47.5
211,4283,,-29.193,117.223,639.8,0.91,1.01,49.12
212,1170,,-29.519,121.135,744.8,-29.27,32.54,45.66
212,1956,,-29.461,120.696,722.8,-26.4,29.28,46.04
212,3304,,-28.915,119.96,687.4,-20.51,22.68,46.73
212,4283,,-29.193,117.223,642.2,5.17,5.69,49.08
213,1170,,-29.519,121.135,742.4,-29.04,32.28,45.62
213,1595,,-28.814,121.001,723.7,-26.59,29.5,45.8
213,1956,,-29.461,120.696,721.3,-26.26,29.12,46.01
213,3304,,-28.915,119.96,682.7,-19.63,21.7,46.7
214,1170,,-29.519,121.135,746.7,-29.61,32.93,45.59
214,1595,,-28.814,121.001,721.2,-26.3,29.17,45.76
214,1956,,-29.461,120.696,726.7,-27.07,30.04,45.97
214,3304,,-28.915,119.96,685.3,-20.24,22.37,46.66
215,1595,,-28.814,121.001,725.5,-26.96,29.92,45.72
215,2238,,-27.758,121.309,714.8,-25.44,28.19,45.56
215,2493,,-28.069,121.719,739.0,-28.72,31.91,45.16
215,3449,,-27.777,121.577,727.6,-27.25,30.24,45.32
216,2238,,-27.758,121.309,713.7,-25.33,28.08,45.52
216,2493,,-28.069,121.719,739.7,-28.86,32.07,45.13
216,3449,,-27.777,121.577,725.8,-27.05,30.02,45.28
216,4579,,-26.723,120.298,663.5,-15.25,16.82,46.53
217,2238,,-27.758,121.309,719.6,-26.25,29.11,45.48
217,2493,,-28.069,121.719,747.0,-29.8,33.14,45.09
217,3449,,-27.777,121.577,730.7,-27.77,30.83,45.24
217,4579,,-26.723,120.298,662.0,-14.92,16.45,46.49
218,212,,-26.119,122.323,727.7,-27.44,30.45,44.73
218,4579,,-26.723,120.298,668.0,-16.65,18.37,46.46
218,4921,,-25.734,120.859,665.4,-15.97,17.62,46.09
219,212,,-26.119,122.323,726.2,-27.28,30.27,44.7
219,4921,,-25.734,120.859,665.1,-16.0,17.65,46.05
220,212,,-26.119,122.323,731.4,-28.03,31.11,44.66
220,4921,,-25.734,120.859,672.3,-17.91,19.77,46.02
222,256,,-23.41,122.71,696.6,-22.93,25.37,44.63
223,256,,-23.41,122.71,692.1,-22.2,24.55,44.6
223,4105,,-23.29,123.14,708.9,-25.01,27.7,44.23
223,4934,,-23.302,123.548,729.0,-27.85,30.91,43.86
224,256,,-23.41,122.71,694.8,-22.74,25.15,44.56
224,908,,-22.485,123.794,727.1,-27.66,30.69,43.74
224,4105,,-23.29,123.14,708.6,-25.02,27.71,44.19
224,4735,,-22.602,123.698,723.2,-27.13,30.09,43.8
224,4934,,-23.302,123.548,727.3,-27.68,30.72,43.82
224,4970,,-22.46,123.181,697.4,-23.2,25.67,44.3
225,593,,-22.073,122.977,681.1,-20.22,22.33,44.52
225,908,,-22.485,123.794,722.7,-27.11,30.07,43.7
225,1870,,-20.248,118.885,683.3,20.67,22.83,48.63
225,4105,,-23.29,123.14,715.3,-26.07,28.89,44.15
225,4735,,-22.602,123.698,720.4,-26.79,29.71,43.77
225,4934,,-23.302,123.548,732.5,-28.4,31.53,43.78
225,4970,,-22.46,123.181,694.9,-22.83,25.25,44.26
226,593,,-22.073,122.977,682.3,-20.52,22.67,44.48
226,908,,-22.485,123.794,725.2,-27.5,30.51,43.66
226,1870,,-20.248,118.885,680.8,20.22,22.33,48.6
226,4735,,-22.602,123.698,724.5,-27.4,30.39,43.73
226,4970,,-22.46,123.181,699.6,-23.68,26.2,44.22
227,1870,,-20.248,118.885,685.5,21.22,23.44,48.56
233,4097,,-17.011,123.947,649.7,-12.53,13.8,44.5
234,4097,,-17.011,123.947,648.1,-12.02,13.23,44.46
235,4097,,-17.011,123.947,654.1,-14.15,15.59,44.42
324,1045,,35.96,140.509,714.8,24.48,27.14,64.22
324,4144,,35.899,140.606,709.9,23.68,26.25,64.13
325,1045,,35.96,140.509,712.1,23.97,26.57,64.2
325,4144,,35.899,140.606,707.4,23.19,25.7,64.11
326,1045,,35.96,140.509,716.4,24.55,27.23,64.19
326,4144,,35.899,140.606,712.0,23.85,26.44,64.1
337,2144,,43.564,144.342,755.4,29.0,32.29,69.73
338,2144,,43.564,144.342,749.7,28.21,31.4,69.71
339,2144,,43.564,144.342,750.5,28.23,31.42,69.7
356,2232,,51.477,157.04,666.0,6.42,7.09,74.95
357,2232,,51.477,157.04,662.1,0.7,0.77,74.94
357,2503,,52.695,156.223,681.0,12.91,14.27,76.22
358,2232,,51.477,157.04,665.5,-5.05,5.58,74.94
358,2503,,52.695,156.223,676.2,10.94,12.09,76.22
359,2503,,52.695,156.223,678.6,11.61,12.83,76.21
362,724,,54.717,160.36,675.0,9.27,10.25,77.91
363,724,,54.717,160.36,668.8,5.09,5.62,77.91
364,724,,54.717,160.36,669.9,5.45,6.02,77.91
365,2565,,56.18,161.972,678.6,10.01,11.07,79.3
366,2565,,56.18,161.972,673.6,7.08,7.82,79.3
366,4696,,56.664,162.635,680.2,10.36,11.46,79.76
367,2565,,56.18,161.972,675.7,7.93,8.77,79.29
367,3919,,57.842,162.137,707.1,18.05,20.01,80.95
367,4696,,56.664,162.635,675.0,7.53,8.32,79.76
368,3919,,57.842,162.137,701.0,16.44,18.23,80.95
368,4696,,56.664,162.635,677.1,8.28,9.16,79.76
369,3919,,57.842,162.137,701.8,16.47,18.26,80.95
373,4698,,61.289,164.695,772.0,27.8,31.04,84.35
374,4698,,61.289,164.695,768.4,27.25,30.41,84.35
375,4698,,61.289,164.695,771.1,27.49,30.69,84.35
382,365,,64.601,174.728,754.1,24.41,27.21,87.99
382,2668,,62.527,176.648,682.9,5.75,6.37,86.1
382,4319,,63.334,176.648,699.1,13.06,14.48,86.89
383,365,,64.601,174.728,748.0,23.36,26.03,88.0
383,2132,,62.453,179.089,685.3,-6.93,7.67,86.27
383,2668,,62.527,176.648,682.3,4.67,5.17,86.1
383,4319,,63.334,176.648,693.2,10.71,11.87,86.9
384,365,,64.601,174.728,748.4,23.3,25.96,88.0
384,2132,,62.453,179.089,681.1,-2.36,2.61,86.27
384,2668,,62.527,176.648,688.8,8.45,9.36,86.11
384,4095,,62.631,179.477,682.1,-3.73,4.13,86.48
384,4319,,63.334,176.648,694.2,10.82,11.99,86.9
385,365,,64.601,174.728,755.2,24.22,27.0,88.0
385,2132,,62.453,179.089,684.0,-4.94,5.47,86.27
385,4095,,62.631,179.477,682.1,-2.7,2.98,86.49
386,4095,,62.631,179.477,689.1,-7.84,8.68,86.49
386,4830,,65.363,-179.992,728.4,19.5,21.69,89.2
387,4830,,65.363,-179.992,723.3,18.3,20.34,89.21
388,4830,,65.363,-179.992,725.0,18.48,20.55,89.21
395,793,,65.159,-165.934,697.3,-8.6,9.53,nan
396,793,,65.159,-165.934,693.2,-5.78,6.4,nan
396,3186,,62.666,-163.626,791.3,-27.79,31.11,89.43
397,793,,65.159,-165.934,696.1,-7.17,7.96,nan
397,2346,,65.577,-163.09,699.1,-8.75,9.71,nan
397,3186,,62.666,-163.626,791.3,-27.69,31.0,89.44
397,4665,,68.26,-166.165,744.8,20.94,23.33,nan
398,2346,,65.577,-163.09,694.2,-5.4,5.98,nan
398,3186,,62.666,-163.626,797.4,-28.31,31.71,89.45
398,3241,,67.156,-163.735,702.6,9.99,11.08,nan
398,4665,,68.26,-166.165,744.4,20.72,23.09,nan
399,162,,66.577,-161.219,695.3,5.68,6.3,nan
399,2346,,65.577,-163.09,696.3,-6.33,7.02,nan
399,3241,,67.156,-163.735,702.6,9.66,10.72,nan
399,4665,,68.26,-166.165,750.5,21.65,24.13,nan
400,162,,66.577,-161.219,692.8,2.06,2.28,nan
400,820,,66.523,-160.131,693.9,3.69,4.09,nan
400,3241,,67.156,-163.735,709.4,11.97,13.3,nan
401,162,,66.577,-161.219,697.2,5.93,6.58,nan
401,820,,66.523,-160.131,693.5,1.94,2.15,nan
