routine,t_avg,t_std,t_med,n
check_action_statuses,0.014,0.037,0.0,1514
update_state,0.0,0.0,0.0,1514
sense_environment,0.25,0.224,0.218,1513
update_state_environment,0.003,0.017,0.0,1513
get_environment_broadcasts,0.0,0.0,0.0,1513
get_agent_broadcasts,0.0,0.004,0.0,1513
sense,0.267,0.234,0.236,1513
think,2.593,43.301,0.352,1513
perform_broadcast,0.017,0.05,0.0,270
do,10.436,17.489,0.336,1513
perform_wait_for_messages,11.631,18.092,0.452,1356
perform_state_change,11.761,18.156,0.457,1341
perform_measurement,0.117,0.127,0.077,67
