stat_name,val
t_start,2020-01-01 00:00:00+00:00
t_end,2020-01-02 00:00:00+00:00
n_events,790
n_events_detected,8
n_events_obs,4
n_reqs_init,101
n_reqs_gen,20
n_reqs_total,121
n_obs_max,348
n_obs_pos,323
n_obs,214
n_obs_unique,132
n_co_obs,40
u_max,209.6150744281306
u,20.438913121230637
u_norm,0.09750688578572815
