routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,1021
update_state,0.0,0.0,0.0,1021
sense_environment,0.045,0.02,0.049,1020
update_state_environment,0.0,0.0,0.0,1020
get_environment_broadcasts,0.001,0.003,0.0,1020
get_agent_broadcasts,0.001,0.004,0.0,1020
sense,0.047,0.019,0.05,1020
think,0.027,0.016,0.026,1020
perform_broadcast,0.001,0.002,0.0,21
do,0.02,0.018,0.011,1020
perform_wait_for_messages,0.021,0.018,0.013,949
perform_state_change,0.016,0.016,0.01,74
perform_observation,0.007,0.005,0.005,67
