routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.00016,0.00242,2e-05,3076
__check_action_completion,6e-05,1e-05,6e-05,3076
preplanner/update_percepts,0.0001,0.00015,0.0001,3076
preplanner/needs_planning,0.0,0.0,0.0,3076
preplanner/calculate_access_opportunities,0.00065,0.0,0.00065,1
preplanner/_schedule_observations,0.87529,0.0,0.87529,1
preplanner/is_observation_path_valid,0.00011,0.0,0.00011,1
preplanner/_create_broadcast_path,0.04855,0.0,0.04855,1
preplanner/_schedule_broadcasts,0.58166,0.0,0.58166,1
preplanner/_schedule_maneuvers,0.63162,0.0,0.63162,1
preplanner/__schedule_periodic_replan,0.00076,0.0,0.00076,1
preplanner/generate_plan,2.09108,0.0,2.09108,1
replanner/compile_new_measurement_request_bids,3e-05,2e-05,3e-05,3076
replanner/update_percepts,0.00016,9e-05,0.00015,3076
replanner/check_request_completion,0.21904,0.2085,0.18539,3076
replanner/check_request_end_time,0.0,0.0,0.0,3076
replanner/compare_bids,0.1632,0.21947,0.07125,3076
replanner/consensus_phase,0.38226,0.34738,0.3313,3076
replanner/needs_planning,0.38228,0.34738,0.33132,3076
replanner/_get_available_requests,0.00038,0.00028,0.00038,90
replanner/_generate_bids_from_request,1e-05,0.0,1e-05,78
replanner/_get_matching_request,1e-05,1e-05,1e-05,2617
replanner/_can_bid,0.0,0.0,0.0,1676
replanner/_schedule_maneuvers,0.81796,0.57397,0.78983,39
replanner/_create_broadcast_path,0.10719,0.0688,0.09945,42
replanner/_schedule_broadcasts,0.11619,0.06658,0.11673,39
replanner/_schedule_waits,0.0,0.0,0.0,39
replanner/generate_plan,0.93545,0.57251,0.92074,39
replanner/_can_access,0.00028,0.00011,0.00029,34
