routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.014,0.042,0.0,982
__check_action_completion,0.0,0.003,0.0,982
preplanner/update_percepts,0.001,0.01,0.0,982
preplanner/needs_planning,0.0,0.001,0.0,982
preplanner/calculate_access_opportunities,0.11,0.132,0.062,170
preplanner/_schedule_observations,0.362,0.525,0.138,170
preplanner/is_observation_path_valid,0.0,0.0,0.0,170
preplanner/_schedule_broadcasts,0.378,0.604,0.103,170
preplanner/_schedule_maneuvers,0.001,0.001,0.001,170
preplanner/__schedule_periodic_replan,0.005,0.019,0.0,170
preplanner/generate_plan,0.758,0.974,0.315,170
replanner/compile_new_measurement_request_bids,0.0,0.001,0.0,982
replanner/update_percepts,0.009,0.037,0.0,982
replanner/check_request_completion,0.0,0.004,0.0,982
replanner/check_request_end_time,0.0,0.0,0.0,982
replanner/compare_bids,0.0,0.002,0.0,982
replanner/consensus_phase,0.0,0.005,0.0,982
replanner/is_observation_path_valid,0.0,0.002,0.0,5231
replanner/_get_available_requests,0.374,0.331,0.29,923
replanner/needs_planning,0.34,0.33,0.244,982
replanner/planning_phase,1.052,1.721,0.545,35
replanner/_schedule_observations,0.003,0.006,0.001,35
replanner/_schedule_maneuvers,0.016,0.027,0.005,35
replanner/_schedule_broadcasts,0.049,0.067,0.022,35
replanner/_schedule_waits,0.0,0.0,0.0,35
replanner/generate_plan,1.131,1.712,0.647,35
replanner/calc_imaging_time,0.123,0.077,0.114,13
