stat_name,val
t_start,2020-01-01 00:00:00+00:00
t_end,2020-01-02 00:00:00+00:00
n_reqs,267
n_obs_max,801
n_obs_pos,12
n_obs,9
n_obs_co,0
u_max,26700.0
u,66.2474279835391
u_norm,0.0024811770780351723
