routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,113
__check_action_completion,0.0,0.0,0.0,113
replanner/__get_new_requests,0.0,0.0,0.0,113
replanner/__update_performed_requests,0.0,0.0,0.0,113
replanner/_update_access_times,0.004,0.041,0.0,113
replanner/update_percepts,0.004,0.041,0.0,113
replanner/compile_external_plan_bids,0.0,0.0,0.0,113
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,113
replanner/check_request_completion,0.0,0.0,0.0,113
replanner/check_request_end_time,0.0,0.0,0.0,113
replanner/compare_bids,0.001,0.009,0.0,113
replanner/consensus_phase,0.001,0.009,0.0,113
replanner/needs_planning,0.01,0.01,0.01,113
replanner/calc_imaging_time,0.011,0.005,0.01,55
replanner/calc_path_bid,0.024,0.009,0.02,55
replanner/planning_phase,0.229,0.194,0.181,12
replanner/_schdule_measurements,0.0,0.0,0.0,12
replanner/_schedule_broadcasts,0.004,0.0,0.004,12
replanner/_schedule_maneuvers,0.012,0.007,0.01,12
replanner/_schedule_waits,0.0,0.0,0.0,12
replanner/_plan_from_path,0.016,0.007,0.014,12
replanner/generate_plan,0.246,0.2,0.196,12
