t_update,grid_index,GP index,lat [deg],log [deg],instrument,reward,n_observations,n_events
10.0,0,133,-65.0,51.60000000000002,visual,1.0,1,0
10.0,0,133,-65.0,51.60000000000002,visual,1.0055555555555555,0,0
20.0,0,709,38.80000000000001,178.3,visual,1.0,1,0
20.0,0,709,38.80000000000001,178.3,visual,1.011111111111111,0,0
50.0,0,268,-42.6,104.9,sar,1.0,1,0
50.0,0,268,-42.6,104.9,sar,1.0277777777777777,0,0
50.0,0,881,67.8,-1.2,sar,1.0,1,0
50.0,0,881,67.8,-1.2,sar,1.0277777777777777,0,0
60.0,0,267,-42.8,-13.3,sar,1.0,1,0
60.0,0,267,-42.8,-13.3,sar,1.0333333333333334,0,0
60.0,0,270,-42.4,106.4,sar,1.0,1,0
60.0,0,270,-42.4,106.4,sar,1.0333333333333334,0,0
80.0,0,129,-65.6,61.80000000000001,visual,1.0,1,0
80.0,0,129,-65.6,61.80000000000001,visual,1.0444444444444445,0,0
80.0,0,312,-35.0,-0.6,thermal,1.0,1,0
80.0,0,312,-35.0,-0.6,thermal,1.0444444444444445,0,0
80.0,0,522,5.6000000000000085,20.200000000000017,visual,1.0,1,0
80.0,0,522,5.6000000000000085,20.200000000000017,visual,1.0444444444444445,0,0
110.0,0,765,47.4,-76.9,thermal,1.0,1,0
110.0,0,765,47.4,-76.9,thermal,1.0611111111111111,0,0
110.0,0,872,66.8,7.8,sar,1.0,1,0
110.0,0,872,66.8,7.8,sar,1.0611111111111111,0,0
120.0,0,536,7.5,21.700000000000017,visual,1.0,1,0
120.0,0,536,7.5,21.700000000000017,visual,1.0666666666666667,0,0
130.0,0,245,-46.6,-131.1,sar,1.0,1,0
130.0,0,245,-46.6,-131.1,sar,1.0722222222222222,0,0
130.0,0,539,8.0,142.20000000000005,visual,1.0,1,0
130.0,0,539,8.0,142.20000000000005,visual,1.0722222222222222,0,0
130.0,0,763,46.7,169.2,thermal,1.0,1,0
130.0,0,763,46.7,169.2,thermal,1.0722222222222222,0,0
130.0,0,865,64.6,9.0,sar,1.0,1,0
130.0,0,865,64.6,9.0,sar,1.0722222222222222,0,0
140.0,0,227,-49.1,-134.8,sar,1.0,1,0
140.0,0,227,-49.1,-134.8,sar,1.0777777777777777,0,0
140.0,0,856,63.5,7.7,sar,1.0,1,0
140.0,0,856,63.5,7.7,sar,1.0777777777777777,0,0
150.0,0,329,-31.2,1.6,thermal,1.0,1,0
150.0,0,329,-31.2,1.6,thermal,1.0833333333333333,0,0
160.0,0,330,-31.2,2.2,thermal,1.0,1,0
160.0,0,330,-31.2,2.2,thermal,1.0888888888888888,0,0
160.0,0,450,-9.5,-157.3,thermal,1.0,1,0
160.0,0,450,-9.5,-157.3,thermal,1.0888888888888888,0,0
170.0,0,454,-9.2,-36.2,thermal,1.0,1,0
170.0,0,454,-9.2,-36.2,thermal,1.0944444444444446,0,0
180.0,0,864,64.3,136.0,sar,1.0,1,0
180.0,0,864,64.3,136.0,sar,1.1,0,0
190.0,0,781,51.0,-70.7,thermal,1.0,1,0
190.0,0,781,51.0,-70.7,thermal,1.1055555555555556,0,0
200.0,0,137,-64.7,-40.900000000000006,visual,1.0,1,0
200.0,0,137,-64.7,-40.900000000000006,visual,1.1111111111111112,0,0
