routine,t_avg,t_std,t_med,n,t_total
_read_incoming_messages,1e-05,0.0,1e-05,1,1e-05
__check_action_completion,1e-05,0.0,1e-05,1,1e-05
update_action_completion,1e-05,0.0,1e-05,1,1e-05
preplanner/update_percepts,2e-05,0.0,2e-05,1,2e-05
preplanner/needs_planning,0.0,0.0,0.0,1,0.0
preplanner/calculate_access_opportunities,0.38023,0.0,0.38023,1,0.38023
preplanner/_schedule_observations,1.06563,0.0,1.06563,1,1.06563
preplanner/is_observation_path_valid,0.00247,0.0,0.00247,1,0.00247
preplanner/_create_broadcast_path,0.01657,0.0,0.01657,1,0.01657
preplanner/_schedule_broadcasts,0.66651,0.0,0.66651,1,0.66651
reward_grid/update,0.0,0.0,0.0,2,0.0
reward_grid/get_history,0.00208,0.0,0.00208,1,0.00208
