routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,340
_wait_for_messages,0.0,0.0,0.0,340
_preplan,0.025,0.005,0.025,4
_get_next_actions,0.0,0.0,0.0,340
preplanner/__get_new_requests,0.0,0.001,0.0,340
preplanner/__update_performed_requests,0.0,0.0,0.0,340
preplanner/_calc_arrival_times,0.163,0.05,0.162,1201
preplanner/__update_access_times,0.577,5.216,0.0,340
preplanner/needs_initialized_plan,0.578,5.216,0.0,340
preplanner/_get_available_requests,0.0,0.0,0.0,4
preplanner/_plan_from_path,0.009,0.002,0.009,4
preplanner/initialize_plan,0.018,0.004,0.018,4
