Contacts between Entity1 with id vis_sat_0_1 with Entity2 with id vis_sat_1_1
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
0,19
275,314
573,612
868,906
1166,1205
1461,1499
1759,1798
2054,2092
2352,2391
2646,2685
2945,2984
3239,3278
3538,3576
3832,3871
4131,4169
4425,4464
4724,4762
5018,5057
5317,5355
5611,5650
5909,5948
6204,6243
6502,6541
6797,6836
7095,7134
7390,7429
7688,7727
7983,8022
8281,8320
8576,8615
