Contacts between Entity1 with id therm_sat_0_0 with Entity2 with id vis_sat_1_1
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
102,195
399,491
695,788
992,1084
1288,1381
1585,1677
1881,1974
2178,2270
2474,2567
2771,2863
3067,3160
3364,3456
3660,3752
3957,4049
4253,4345
4549,4642
4846,4938
5142,5235
5439,5531
5735,5828
6032,6124
6328,6421
6625,6717
6921,7014
7218,7310
7514,7607
7811,7903
8107,8199
8403,8496
