Contacts between Entity1 with id therm_sat_0_0 with Entity2 with id sar_sat_1_0
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
189,260
484,555
782,853
1077,1148
1375,1446
1670,1741
1968,2039
2263,2334
2561,2631
2856,2927
3154,3224
3449,3519
3747,3817
4042,4112
4340,4410
4635,4705
4933,5003
5228,5298
5526,5596
5821,5891
6118,6189
6414,6484
6711,6782
7006,7077
7304,7375
7599,7670
7897,7968
8192,8263
8490,8561
