Contacts between Entity1 with id therm_sat_0_0 with Entity2 with id therm_sat_1_0
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
0,21
280,319
575,614
873,912
1168,1207
1466,1505
1761,1800
2059,2098
2354,2393
2652,2691
2947,2985
3245,3284
3540,3578
3838,3877
4133,4171
4431,4470
4725,4764
5024,5063
5318,5357
5617,5655
5911,5950
6210,6248
6504,6543
6803,6841
7097,7136
7396,7434
7690,7729
7988,8027
8283,8322
8581,8620
