Contacts between Entity1 with id sar_sat_0_0 with Entity2 with id vis_sat_1_1
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
39,110
334,405
632,703
927,998
1225,1295
1520,1591
1818,1888
2113,2184
2411,2481
2706,2776
3004,3074
3299,3369
3597,3667
3892,3962
4190,4260
4485,4555
4783,4853
5078,5148
5375,5446
5671,5741
5968,6039
6263,6334
6561,6632
6856,6927
7154,7225
7449,7520
7747,7818
8042,8113
8340,8411
8635,8640
