plan_index,t_plan,req_id,subtask_index,t_img,u_exp
0,0.0,b5430dc4,1,60.0,0.111
1,0.0,b5430dc4,1,60.0,0.111
2,0.0,b5430dc4,1,60.0,0.111
3,0.0,b5430dc4,1,60.0,0.111
4,0.0,b5430dc4,1,60.0,0.111
5,60.0,b5430de4,1,180.0,0.111
6,180.0,b5430dd6,1,210.0,0.111
7,210.0,b5430db0,1,300.0,0.111
8,300.0,b5430de9,1,690.0,0.11
9,690.0,b5430da8,1,5390.0,0.104
10,5390.0,b5430d9d,1,6350.0,0.103
11,6350.0,b5430d9f,1,6380.0,0.103
12,6380.0,9a59ac38,1,6390.0,1.174
13,6390.0,b5430de8,1,6960.0,0.102
14,6960.0,b5430de7,1,7160.0,0.102
15,7160.0,b48a3474,1,7170.0,1.012
16,7170.0,b5430df0,1,12190.0,0.095
17,12190.0,b5430dac,1,12300.0,0.095
18,12300.0,b5430df2,1,12320.0,0.095
19,12320.0,b5430db9,1,12440.0,0.095
20,12440.0,b5430db6,1,13060.0,0.094
21,13060.0,b5430d96,1,13120.0,0.094
22,13120.0,b5430deb,1,13250.0,0.094
23,13250.0,b5430df5,1,16300.0,0.09
24,16300.0,6835468a,1,16310.0,0.281
25,16310.0,b5430da7,1,16600.0,0.09
26,16600.0,b5430dee,1,19010.0,0.087
27,19010.0,b5430dbb,1,19120.0,0.087
28,19120.0,b5430dc2,1,19170.0,0.086
29,19170.0,b5430dba,1,19410.0,0.086
30,19410.0,b5430dcc,1,25110.0,0.079
31,25110.0,b5430dd3,1,25230.0,0.079
32,25230.0,b5430d93,1,29760.0,0.073
33,29760.0,b5430d94,1,29790.0,0.073
34,29790.0,b5430d9a,1,29850.0,0.073
35,29850.0,b5430dea,1,29930.0,0.073
36,29930.0,b5430ddb,1,29960.0,0.073
37,29960.0,b5430dc5,1,30000.0,0.073
38,30000.0,b5430daa,1,30040.0,0.072
39,30040.0,b5430dc7,1,30820.0,0.071
40,30820.0,b5430db3,1,31230.0,0.071
41,31230.0,36df0340,1,31240.0,0.725
42,31240.0,b5430da5,1,35630.0,0.065
43,35630.0,b5430db2,1,35860.0,0.065
44,35860.0,b5430db7,1,35880.0,0.065
45,35880.0,b5430dd9,1,35900.0,0.065
46,35900.0,b5430de1,1,35940.0,0.065
47,35940.0,b5430dcb,1,36190.0,0.065
48,36190.0,b5430db5,1,36200.0,0.065
49,36200.0,b5430dae,1,37450.0,0.063
50,37450.0,b5430dca,1,37680.0,0.063
51,37680.0,b5430da4,1,37800.0,0.062
52,37800.0,b5430da3,1,41960.0,0.057
53,41960.0,b5430de3,1,42020.0,0.057
54,42020.0,b5430df1,1,42070.0,0.057
55,42070.0,b5430dc3,1,42100.0,0.057
56,42100.0,b5430d9b,1,43600.0,0.055
57,43600.0,b5430de0,1,43870.0,0.055
58,43870.0,d9c1ed5c,1,43880.0,0.152
59,43880.0,b5430dcd,1,44210.0,0.054
60,44210.0,b5430dd7,1,44220.0,0.054
61,44220.0,b5430dd4,1,53860.0,0.042
62,53860.0,b5430df4,1,54660.0,0.041
63,54660.0,258540ae,1,54670.0,0.672
64,54670.0,b5430dad,1,60450.0,0.033
65,60450.0,b5430db8,1,60650.0,0.033
66,60650.0,b5430d98,1,60800.0,0.033
67,60800.0,b5430dc1,1,61450.0,0.032
68,61450.0,b5430de2,1,61630.0,0.032
69,61630.0,b5430ddd,1,65070.0,0.027
70,65070.0,b5430ddf,1,65120.0,0.027
71,65120.0,b5430dbc,1,65400.0,0.027
72,65400.0,b5430da2,1,67350.0,0.024
73,67350.0,b5430da6,1,77180.0,0.012
74,77180.0,b5430dce,1,77260.0,0.012
75,77260.0,b5430daf,1,82070.0,0.006
76,82070.0,b5430df6,1,82160.0,0.005
77,82160.0,b05684b8,1,82170.0,0.849
78,82170.0,b5430db1,1,82200.0,0.005
79,82200.0,b5430da9,1,82230.0,0.005
80,82230.0,b5430ddc,1,82290.0,0.005
81,82290.0,b5430de6,1,82350.0,0.005
82,82350.0,b5430dd0,1,82370.0,0.005
83,82370.0,b5430d92,1,82380.0,0.005
84,82380.0,b5430dab,1,82400.0,0.005
85,82400.0,b5430d9c,1,83100.0,0.004
86,83100.0,b5430dbf,1,83140.0,0.004
87,83140.0,b5430dc0,1,83180.0,0.004
88,83180.0,b5430d99,1,83220.0,0.004
