routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.004,0.047,0.0,729
__check_action_completion,0.0,0.001,0.0,729
preplanner/__get_new_requests,0.0,0.0,0.0,729
preplanner/__update_performed_requests,0.0,0.0,0.0,729
preplanner/_update_access_times,0.037,0.997,0.0,729
preplanner/needs_planning,0.0,0.0,0.0,729
preplanner/_get_available_requests,0.001,0.0,0.001,1
preplanner/_schedule_measurements,289.241,0.0,289.241,1
preplanner/_schedule_broadcasts,1.795,1.659,1.795,2
preplanner/_schedule_maneuvers,33.43,0.0,33.43,1
preplanner/__schedule_periodic_replan,0.841,0.0,0.841,1
preplanner/generate_plan,350.27,0.0,350.27,1
replanner/__get_new_requests,0.0,0.0,0.0,729
replanner/__update_performed_requests,0.0,0.0,0.0,729
replanner/_update_access_times,0.47,3.488,0.0,729
replanner/_schedule_measurements,21.131,25.144,4.561,6
replanner/_schedule_broadcasts,0.753,1.137,0.212,12
replanner/_schedule_maneuvers,7.952,9.018,5.276,6
