routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,171
_wait_for_messages,0.0,0.0,0.0,171
_preplan,0.025,0.018,0.022,4
_get_next_actions,0.0,0.0,0.0,171
preplanner/__get_new_requests,0.0,0.003,0.0,171
preplanner/__update_performed_requests,0.0,0.0,0.0,171
preplanner/_calc_arrival_times,0.174,0.053,0.173,1247
preplanner/__update_access_times,1.272,8.137,0.0,171
preplanner/needs_initialized_plan,1.273,8.137,0.0,171
preplanner/_get_available_requests,0.0,0.0,0.0,4
preplanner/_plan_from_path,0.009,0.006,0.009,4
preplanner/initialize_plan,0.019,0.014,0.018,4
