routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.017,0.0,4379
update_state,0.0,0.0,0.0,4379
sense_environment,0.175,0.1,0.166,4378
update_state_environment,0.002,0.015,0.0,4378
get_environment_broadcasts,0.012,0.025,0.0,4378
get_agent_broadcasts,0.058,0.093,0.0,4378
sense,0.25,0.128,0.235,4378
think,0.43,0.41,0.388,4378
perform_broadcast,0.005,0.02,0.0,1411
do,0.155,0.137,0.121,4378
perform_wait_for_messages,0.147,0.149,0.101,2967
perform_state_change,0.129,0.122,0.092,1407
perform_observation,0.164,0.105,0.144,1407
