routine,t_avg,t_std,t_med,n
check_action_statuses,0.004,0.024,0.0,1639
update_state,0.0,0.0,0.0,1639
sense_environment,0.247,0.148,0.228,1638
update_state_environment,0.004,0.019,0.0,1638
get_environment_broadcasts,0.0,0.0,0.0,1638
get_agent_broadcasts,0.0,0.0,0.0,1638
sense,0.256,0.153,0.234,1638
think,0.703,9.912,0.412,1638
perform_wait_for_messages,0.364,1.365,0.193,1537
perform_state_change,0.376,1.424,0.199,1407
do,0.35,1.324,0.188,1638
perform_measurement,0.118,0.105,0.084,83
perform_broadcast,0.0,0.0,0.0,8
