routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.02,0.063,0.0,3663
__check_action_completion,0.0,0.005,0.0,3663
preplanner/update_percepts,0.002,0.01,0.001,3663
preplanner/needs_planning,0.0,0.0,0.0,3663
preplanner/calculate_access_opportunities,1.156,0.0,1.156,1
preplanner/_schedule_observations,2.354,0.0,2.354,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_create_broadcast_path,0.018,0.0,0.018,1
preplanner/_schedule_broadcasts,0.99,0.0,0.99,1
preplanner/_schedule_maneuvers,6.59,0.0,6.59,1
preplanner/__schedule_periodic_replan,0.046,0.0,0.046,1
preplanner/generate_plan,11.506,0.0,11.506,1
replanner/compile_new_measurement_request_bids,0.0,0.002,0.0,3663
replanner/update_percepts,0.027,0.084,0.001,3663
replanner/check_request_completion,0.0,0.002,0.0,3663
replanner/check_request_end_time,0.0,0.0,0.0,3663
replanner/compare_bids,0.0,0.011,0.0,3663
replanner/consensus_phase,0.001,0.011,0.0,3663
replanner/is_observation_path_valid,0.005,0.032,0.001,279661
replanner/_get_available_requests,0.467,0.564,0.336,1438
replanner/needs_planning,1.383,9.716,0.0,3663
replanner/planning_phase,11.499,36.395,0.658,310
replanner/_schedule_observations,3.209,2.925,2.511,310
replanner/_schedule_maneuvers,2.085,2.187,1.276,310
replanner/_create_broadcast_path,0.046,0.089,0.018,337
replanner/_schedule_broadcasts,0.076,0.133,0.024,310
replanner/_schedule_waits,0.0,0.0,0.0,310
replanner/generate_plan,17.408,37.853,6.02,310
replanner/calc_imaging_time,0.089,0.106,0.051,75
