routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,1425
__check_action_completion,0.0,0.0,0.0,1425
preplanner/__get_new_requests,0.0,0.0,0.0,1425
preplanner/__update_performed_requests,0.0,0.001,0.0,1425
preplanner/_update_access_times,0.029,1.095,0.0,1425
preplanner/needs_planning,0.0,0.0,0.0,1425
preplanner/_get_available_requests,0.001,0.0,0.001,1
preplanner/_schedule_measurements,1.618,0.0,1.618,1
preplanner/_schedule_broadcasts,0.646,0.626,0.646,2
preplanner/_schedule_maneuvers,0.842,0.0,0.842,1
preplanner/__schedule_periodic_replan,0.199,0.0,0.199,1
preplanner/generate_plan,4.751,0.0,4.751,1
replanner/__get_new_requests,0.0,0.0,0.0,1425
replanner/__update_performed_requests,0.0,0.0,0.0,1425
replanner/_update_access_times,0.101,1.962,0.0,1425
