routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.016,0.053,0.0,4740
__check_action_completion,0.0,0.001,0.0,4740
preplanner/update_percepts,0.002,0.008,0.001,4740
preplanner/needs_planning,0.0,0.0,0.0,4740
preplanner/calculate_access_opportunities,0.111,0.16,0.046,865
preplanner/_schedule_observations,0.349,0.516,0.11,865
preplanner/is_observation_path_valid,0.0,0.0,0.0,865
preplanner/_schedule_broadcasts,0.303,0.49,0.081,865
preplanner/_schedule_maneuvers,0.001,0.001,0.0,865
preplanner/__schedule_periodic_replan,0.005,0.034,0.0,865
preplanner/generate_plan,0.675,0.894,0.25,865
replanner/needs_planning,0.0,0.0,0.0,4740
