routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.001,0.0,1421
__check_action_completion,0.0,0.0,0.0,1421
preplanner/__get_new_requests,0.0,0.0,0.0,1421
preplanner/__update_performed_requests,0.0,0.0,0.0,1421
preplanner/_update_access_times,0.03,1.129,0.0,1421
preplanner/needs_planning,0.0,0.0,0.0,1421
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,1.209,0.0,1.209,1
preplanner/_schedule_broadcasts,0.782,0.763,0.782,2
preplanner/_schedule_maneuvers,0.319,0.0,0.319,1
preplanner/__schedule_periodic_replan,0.062,0.0,0.062,1
preplanner/generate_plan,3.876,0.0,3.876,1
replanner/__get_new_requests,0.0,0.0,0.0,1421
replanner/__update_performed_requests,0.0,0.003,0.0,1421
replanner/_update_access_times,0.106,2.031,0.0,1421
