routine,t_avg,t_std,t_med,n
vis_sat_0_1,0.087,0.175,0.046,8393
sar_sat_0_0,0.082,0.153,0.046,8383
sar_sat_1_1,0.092,0.163,0.049,8330
sar_sat_0_1,0.082,0.144,0.046,8390
vis_sat_1_0,0.091,0.162,0.05,8347
vis_sat_1_2,0.093,0.163,0.049,8353
vis_sat_0_0,0.083,0.153,0.046,8375
therm_sat_1_2,0.09,0.146,0.049,8320
vis_sat_1_1,0.09,0.164,0.049,8335
therm_sat_0_0,0.082,0.144,0.046,8394
therm_sat_0_2,0.082,0.144,0.046,8379
therm_sat_1_0,0.089,0.147,0.049,8325
therm_sat_0_1,0.082,0.142,0.046,8401
vis_sat_0_2,0.083,0.145,0.046,8358
sar_sat_1_0,0.089,0.162,0.049,8334
therm_sat_1_1,0.093,0.156,0.049,8327
query_measurement_data,0.031,0.046,0.014,19440
