routine,t_avg,t_std,t_med,n
check_action_statuses,0.004,0.017,0.0,422
update_state,0.0,0.0,0.0,422
sense_environment,0.156,0.09,0.146,421
update_state_environment,0.002,0.01,0.0,421
get_environment_broadcasts,0.013,0.032,0.0,421
get_agent_broadcasts,0.077,0.179,0.0,421
sense,0.251,0.21,0.215,421
think,0.363,0.547,0.215,421
perform_wait_for_messages,0.113,0.133,0.084,279
do,0.13,0.135,0.099,421
perform_broadcast,0.007,0.023,0.0,185
perform_state_change,0.077,0.067,0.049,79
perform_observation,0.178,0.125,0.148,122
