Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
0,863,,65.6,-9.8,718.3,-12.58,13.99,nan
9,862,,65.5,2.2,715.4,-8.87,9.86,nan
44,801,,55.8,40.9,734.7,5.43,6.05,nan
86,687,,34.1,58.3,763.2,-7.84,8.78,nan
215,318,,-35.6,87.6,759.1,-5.78,6.47,72.34
218,299,,-37.5,87.8,769.8,-11.19,12.53,71.58
219,300,,-37.5,88.4,760.2,-7.51,8.4,71.08
230,270,,-43.5,92.7,753.2,-6.9,7.72,66.25
265,190,,-58.8,114.3,726.2,3.23,3.6,52.74
282,141,,-65.1,131.0,715.4,-4.67,5.19,48.67
284,136,,-65.6,133.6,714.0,-4.79,5.33,48.19
296,121,,-68.1,151.2,717.3,-11.12,12.36,46.28
299,137,,-65.5,155.6,721.6,13.3,14.79,43.23
306,135,,-65.7,165.9,705.6,9.53,10.58,42.67
315,142,,-64.9,178.4,690.7,4.7,5.21,42.43
323,157,,-62.3,-172.3,694.6,10.28,11.39,41.61
327,161,,-61.7,-167.8,681.8,4.7,5.2,42.27
330,171,,-60.2,-165.7,690.5,10.72,11.87,41.73
350,225,,-53.3,-147.7,671.5,-8.44,9.33,45.96
396,347,,-29.0,-129.7,642.8,-5.83,6.41,58.88
411,378,,-19.7,-127.5,648.0,11.32,12.46,63.6
438,467,,-4.2,-121.9,651.2,14.18,15.61,75.09
484,615,,21.7,-112.6,660.3,15.23,16.79,nan
523,731,,42.9,-100.6,663.5,10.39,11.46,nan
530,751,,46.5,-97.3,662.5,7.98,8.81,nan
532,754,,46.8,-94.5,660.9,-6.19,6.83,nan
555,814,,57.4,-80.7,673.8,-4.48,4.95,nan
555,818,,58.4,-81.7,676.0,6.28,6.95,nan
560,820,,58.6,-75.4,695.3,-13.18,14.6,nan
565,833,,60.5,-70.6,696.6,-12.4,13.74,nan
565,846,,62.5,-73.4,690.0,9.92,10.98,nan
577,851,,63.3,-56.8,723.2,-17.18,19.1,nan
592,867,,66.0,-36.3,708.2,-9.01,10.0,nan
602,881,,68.0,-20.6,732.4,14.62,16.28,nan
606,864,,65.7,-15.7,709.2,1.22,1.36,nan
610,863,,65.6,-9.8,718.3,7.21,8.02,nan
621,844,,62.2,1.9,722.6,4.64,5.17,nan
634,804,,56.3,12.0,733.2,-5.79,6.46,nan
