routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.001,0.0,39
update_state,0.0,0.0,0.0,39
sense_environment,0.039,0.018,0.039,38
update_state_environment,0.0,0.0,0.0,38
get_environment_broadcasts,0.001,0.004,0.0,38
get_agent_broadcasts,0.001,0.005,0.0,38
sense,0.042,0.018,0.04,38
think,0.026,0.017,0.024,38
perform_wait_for_messages,0.031,0.024,0.02,32
do,0.028,0.024,0.018,38
perform_state_change,0.036,0.018,0.041,5
perform_observation,0.013,0.012,0.007,5
perform_broadcast,0.001,0.0,0.001,1
