plan_index,t_plan,req_id,subtask_index,t_img,u_exp
0,0,5ccae257,2,4330.0,0.106
0,0,5ccae297,2,4380.0,0.105
0,0,5ccae2a5,2,4390.0,0.105
0,0,5ccae261,2,4410.0,0.105
0,0,5ccae295,2,4430.0,0.105
0,0,5ccae28d,2,4470.0,0.105
0,0,5ccae266,2,4480.0,0.105
0,0,5ccae26b,2,4490.0,0.105
0,0,5ccae27c,2,4550.0,0.105
0,0,5ccae26c,2,4600.0,0.105
0,0,5ccae248,2,4670.0,0.105
0,0,5ccae247,2,4730.0,0.105
0,0,5ccae24c,2,4750.0,0.105
0,0,5ccae275,2,5400.0,0.104
0,0,5ccae296,2,5570.0,0.104
0,0,5ccae272,2,6100.0,0.103
0,0,5ccae291,2,9030.0,0.099
0,0,5ccae293,2,9080.0,0.099
0,0,5ccae29b,2,9570.0,0.099
0,0,5ccae259,2,10640.0,0.097
0,0,5ccae2a3,2,14970.0,0.092
0,0,5ccae285,2,15310.0,0.091
0,0,5ccae24a,2,15360.0,0.091
0,0,5ccae288,2,16220.0,0.09
0,0,5ccae287,2,21060.0,0.084
0,0,5ccae25a,2,21140.0,0.084
0,0,5ccae252,2,21180.0,0.084
0,0,5ccae282,2,21220.0,0.084
0,0,5ccae26f,2,21280.0,0.084
0,0,5ccae29c,2,21630.0,0.083
0,0,5ccae265,2,26160.0,0.077
0,0,5ccae249,2,26200.0,0.077
0,0,5ccae290,2,26250.0,0.077
0,0,5ccae29a,2,26290.0,0.077
0,0,5ccae284,2,26330.0,0.077
0,0,5ccae25f,2,26340.0,0.077
0,0,5ccae267,2,26960.0,0.076
0,0,5ccae278,2,26970.0,0.076
0,0,5ccae250,2,27060.0,0.076
0,0,5ccae274,2,27120.0,0.076
0,0,5ccae29d,2,27590.0,0.076
0,0,5ccae2a0,2,33100.0,0.069
0,0,5ccae2a7,2,33130.0,0.069
0,0,5ccae271,2,33280.0,0.068
0,0,5ccae2a4,2,39090.0,0.061
0,0,5ccae260,2,39200.0,0.061
0,0,5ccae2a6,2,39220.0,0.061
0,0,5ccae27b,2,39310.0,0.061
0,0,5ccae251,2,39340.0,0.061
0,0,5ccae26d,2,39350.0,0.061
0,0,5ccae253,2,39370.0,0.06
0,0,5ccae26a,2,39940.0,0.06
0,0,5ccae29f,2,40140.0,0.059
0,0,5ccae2a9,2,43200.0,0.056
