routine,t_avg,t_std,t_med,n
check_action_statuses,0.007,0.038,0.0,3781
update_state,0.0,0.0,0.0,3781
sense_environment,0.189,0.205,0.157,3780
update_state_environment,0.002,0.041,0.0,3780
get_environment_broadcasts,0.017,0.06,0.0,3780
get_agent_broadcasts,0.149,1.013,0.0,3780
sense,0.364,1.086,0.2,3780
think,4.24,32.053,0.121,3780
perform_broadcast,0.011,0.053,0.0,1047
do,1.184,12.641,0.104,3780
perform_wait_for_messages,1.854,16.13,0.109,2311
perform_state_change,0.197,1.109,0.049,790
perform_observation,0.154,0.184,0.117,1159
