routine,t_avg,t_std,t_med,n
check_action_statuses,0.002,0.018,0.0,8588
update_state,0.0,0.0,0.0,8588
sense_environment,0.091,0.061,0.09,8587
update_state_environment,0.0,0.004,0.0,8587
get_environment_broadcasts,0.002,0.006,0.0,8587
get_agent_broadcasts,0.007,0.06,0.0,8587
sense,0.102,0.097,0.097,8587
think,0.364,1.925,0.03,8587
perform_broadcast,0.004,0.038,0.0,275
do,0.626,2.261,0.051,8587
perform_wait_for_messages,0.726,2.429,0.067,7355
perform_state_change,0.221,1.092,0.043,1166
perform_observation,0.034,0.027,0.024,1033
