Eclipse times for Spacecraft with id therm_sat_1_1
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
322,523
915,1116
1508,1709
2101,2302
2694,2895
3287,3489
3880,4082
4473,4675
5065,5268
5658,5861
6251,6454
6844,7047
7437,7640
8030,8233
8623,8640
