routine,t_avg,t_std,t_med,n
check_action_statuses,0.005,0.004,0.004,1612
update_state,0.0,0.0,0.0,1612
sense_environment,0.151,1.061,0.114,1611
update_state_environment,0.002,0.002,0.001,1611
get_environment_broadcasts,0.0,0.0,0.0,1611
get_agent_broadcasts,0.0,0.0,0.0,1611
sense,0.158,1.061,0.121,1611
think,0.043,1.125,0.014,1611
perform_state_change,0.39,2.987,0.088,1498
do,0.427,3.15,0.092,1611
perform_wait_for_messages,0.883,4.84,0.067,111
perform_measurement,0.063,0.051,0.05,85
perform_broadcast,0.004,0.004,0.002,83
