routine,t_avg,t_std,t_med,n
check_action_statuses,0.002,0.009,0.0,3080
update_state,0.0,0.0,0.0,3080
sense_environment,0.796,0.467,0.804,3079
update_state_environment,0.004,0.011,0.0,3079
get_environment_broadcasts,0.0,0.003,0.0,3079
get_agent_broadcasts,0.012,0.068,0.0,3079
sense,0.814,0.465,0.809,3079
think,0.444,0.409,0.375,3079
perform_broadcast,0.026,0.032,0.015,44
do,0.448,0.525,0.134,3079
perform_wait_for_messages,0.455,0.527,0.138,2983
perform_state_change,0.334,0.476,0.074,72
perform_observation,0.376,0.488,0.025,56
