Contacts between Entity1 with id therm_sat_0_1 with Entity2 with id sar_sat_1_0
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
128,167
427,465
721,760
1020,1058
1314,1353
1613,1651
1907,1946
2206,2244
2500,2539
2798,2837
3093,3132
3391,3430
3686,3725
3984,4023
4279,4318
4577,4616
4872,4911
5170,5209
5465,5504
5763,5802
6058,6096
6356,6395
6651,6689
6949,6988
7243,7282
7542,7581
7836,7875
8135,8173
8429,8468
