Contacts between Entity1 with id therm_sat_0_0 with Entity2 with id vis_sat_1_1
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
130,169
425,464
723,762
1018,1057
1316,1355
1611,1650
1909,1948
2204,2242
2502,2541
2797,2835
3095,3134
3389,3428
3688,3727
3982,4021
4281,4319
4575,4614
4874,4912
5168,5207
5467,5505
5761,5800
6060,6098
6354,6393
6653,6691
6947,6986
7245,7284
7540,7579
7838,7877
8133,8172
8431,8470
