Contacts between Entity1 with id vis_sat_0_2 with Entity2 with id vis_sat_1_1
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
0,47
251,343
547,640
844,936
1140,1233
1437,1529
1733,1825
2030,2122
2326,2418
2622,2715
2919,3011
3215,3308
3512,3604
3808,3901
4105,4197
4401,4494
4698,4790
4994,5087
5291,5383
5587,5680
5884,5976
6180,6272
6476,6569
6773,6865
7069,7162
7366,7458
7662,7755
7959,8051
8255,8348
8552,8640
