Contacts between Entity1 with id sar_sat_0_0 with Entity2 with id therm_sat_1_2
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
87,136
385,434
680,729
978,1027
1273,1322
1571,1620
1866,1915
2164,2213
2458,2508
2757,2806
3051,3101
3350,3399
3644,3694
3943,3992
4237,4287
4535,4585
4830,4880
5128,5178
5423,5473
5721,5771
6016,6065
6314,6364
6609,6658
6907,6957
7202,7251
7500,7549
7795,7844
8093,8142
8388,8437
