Contacts between Entity1 with id therm_sat_0_0 with Entity2 with id therm_sat_1_0
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
40,110
338,407
633,703
931,1000
1226,1295
1524,1593
1819,1888
2117,2186
2412,2481
2710,2779
3005,3074
3303,3372
3598,3667
3896,3965
4191,4260
4488,4558
4784,4853
5081,5151
5376,5446
5674,5744
5969,6039
6267,6337
6562,6632
6860,6930
7155,7225
7453,7523
7748,7818
8046,8115
8341,8411
8639,8640
