routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,2807
update_state,0.0,0.0,0.0,2807
sense_environment,0.045,0.02,0.043,2806
update_state_environment,0.0,0.0,0.0,2806
get_environment_broadcasts,0.001,0.004,0.0,2806
get_agent_broadcasts,0.002,0.005,0.0,2806
sense,0.049,0.02,0.05,2806
think,0.026,0.017,0.025,2806
perform_broadcast,0.001,0.002,0.001,114
do,0.022,0.02,0.014,2806
perform_wait_for_messages,0.023,0.021,0.015,2511
perform_state_change,0.017,0.014,0.011,316
perform_observation,0.012,0.011,0.007,291
