routine,t_avg,t_std,t_med,n
check_action_statuses,0.004,0.024,0.0,992
update_state,0.0,0.0,0.0,992
sense_environment,0.184,0.137,0.162,991
update_state_environment,0.004,0.027,0.0,991
get_environment_broadcasts,0.01,0.025,0.0,991
get_agent_broadcasts,0.082,0.159,0.0,991
sense,0.284,0.233,0.231,991
think,0.629,1.21,0.409,991
perform_broadcast,0.006,0.026,0.0,433
do,0.127,0.151,0.086,991
perform_wait_for_messages,0.126,0.163,0.071,649
perform_state_change,0.098,0.088,0.068,179
perform_observation,0.163,0.107,0.132,251
