routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.021,0.0,1428
update_state,0.0,0.0,0.0,1428
sense_environment,0.235,0.12,0.226,1427
update_state_environment,0.003,0.018,0.0,1427
get_environment_broadcasts,0.0,0.0,0.0,1427
get_agent_broadcasts,0.0,0.0,0.0,1427
sense,0.241,0.123,0.231,1427
think,0.493,3.894,0.306,1427
perform_broadcast,0.01,0.038,0.001,48
do,0.212,0.188,0.166,1427
perform_wait_for_messages,0.21,0.188,0.163,1379
perform_state_change,0.214,0.188,0.168,1333
perform_measurement,0.188,0.161,0.13,47
