Eclipse times for Spacecraft with id imaging_sat_0_1
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
152,330
746,923
1339,1517
1932,2110
2526,2704
3119,3297
3713,3891
4306,4484
4899,5078
5493,5671
6086,6265
6679,6858
7273,7452
7866,8045
8460,8639
