routine,t_avg,t_std,t_med,n
check_action_statuses,0.005,0.026,0.0,1617
update_state,0.0,0.0,0.0,1617
sense_environment,0.247,0.146,0.233,1616
update_state_environment,0.005,0.022,0.0,1616
get_environment_broadcasts,0.0,0.0,0.0,1616
get_agent_broadcasts,0.0,0.0,0.0,1616
sense,0.257,0.153,0.244,1616
think,0.656,8.559,0.408,1616
perform_wait_for_messages,0.424,2.751,0.2,1537
perform_state_change,0.432,2.781,0.207,1504
do,0.413,2.684,0.199,1616
perform_measurement,0.142,0.109,0.112,70
perform_broadcast,0.0,0.0,0.0,3
