routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.00446,0.01625,2e-05,424
__check_action_completion,8e-05,2e-05,8e-05,424
get_plan_out,0.00019,0.0021,8e-05,424
preplanner/update_percepts,0.00011,0.00093,4e-05,424
preplanner/needs_planning,0.0,0.0,0.0,424
preplanner/calculate_access_opportunities,0.00143,0.0,0.00143,1
preplanner/_schedule_observations,0.06449,0.0,0.06449,1
preplanner/is_observation_path_valid,0.00025,0.0,0.00025,1
preplanner/_create_broadcast_path,0.02586,0.0,0.02586,1
preplanner/_schedule_broadcasts,0.03371,0.0,0.03371,1
preplanner/_schedule_maneuvers,0.10397,0.0,0.10397,1
preplanner/__schedule_periodic_replan,0.00255,0.0,0.00255,1
preplanner/generate_plan,0.2085,0.0,0.2085,1
replanner/needs_planning,0.0,0.0,0.0,424
