routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.002,0.0,641
update_state,0.0,0.0,0.0,641
sense_environment,0.039,0.021,0.037,641
update_state_environment,0.0,0.001,0.0,641
get_environment_broadcasts,0.004,0.008,0.0,641
get_agent_broadcasts,0.014,0.022,0.0,641
sense,0.058,0.031,0.051,641
think,0.164,0.858,0.119,640
perform_broadcast,0.002,0.006,0.0,257
do,0.03,0.036,0.02,640
perform_wait_for_messages,0.033,0.041,0.02,408
perform_state_change,0.031,0.029,0.022,126
perform_observation,0.032,0.02,0.028,157
