Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
117,845,,60.8,-54.0,679.7,-4.39,4.86,nan
122,853,,62.3,-48.6,685.5,-6.15,6.81,nan
144,881,,67.9,-20.1,706.2,8.59,9.54,nan
170,855,,62.9,15.7,717.2,-2.02,2.25,nan
177,831,,59.3,21.0,752.2,-15.47,17.27,nan
487,197,,-56.2,-162.1,676.7,7.84,8.67,42.95
623,609,,16.6,-117.8,646.0,-11.09,12.2,nan
1026,148,,-64.5,107.4,723.5,10.86,12.08,46.04
1028,145,,-64.9,110.0,720.8,10.38,11.55,45.63
1240,675,,29.8,-136.2,666.8,-15.29,16.87,nan
1296,832,,59.5,-112.4,689.4,11.95,13.24,nan
1330,880,,67.6,-69.5,701.6,5.8,6.43,nan
2074,528,,1.2,-6.5,786.2,10.77,12.09,nan
2257,176,,-59.1,114.9,699.0,14.1,15.63,41.19
2508,876,,66.7,-131.4,694.2,4.42,4.9,nan
2590,730,,42.0,-51.5,748.4,0.71,0.8,nan
2598,715,,38.1,-48.2,754.7,4.19,4.68,nan
2747,282,,-41.6,-11.6,762.4,10.74,12.01,66.21
2799,144,,-64.9,23.5,716.9,-5.55,6.17,49.43
2967,533,,1.6,135.0,633.2,6.18,6.79,79.44
2983,569,,10.0,139.8,643.0,-10.78,11.86,87.82
3041,736,,42.5,154.7,651.7,0.4,0.44,nan
3076,826,,58.2,176.8,686.1,-10.29,11.39,nan
3281,456,,-11.3,-54.6,780.1,-9.12,10.24,nan
3289,438,,-15.9,-53.5,791.8,-13.43,15.08,nan
3852,527,,1.1,-82.7,770.7,0.34,0.38,nan
3885,433,,-16.9,-76.1,766.9,1.09,1.22,87.93
3975,166,,-61.0,-36.2,721.5,3.19,3.55,51.65
4110,400,,-23.2,77.2,640.3,-6.74,7.41,61.57
4251,804,,53.9,118.1,671.4,-6.52,7.2,nan
4353,786,,50.8,-131.3,766.7,14.54,16.27,nan
4450,506,,-2.0,-107.4,775.6,-6.15,6.9,nan
4505,348,,-31.3,-94.1,760.2,4.46,5.0,76.04
4529,272,,-43.8,-86.4,746.0,1.85,2.06,66.25
4544,239,,-50.5,-77.8,751.9,11.0,12.29,59.43
4636,181,,-58.0,24.1,676.6,-7.43,8.22,43.62
4834,774,,49.0,87.8,673.4,-10.8,11.93,nan
4861,849,,61.5,106.3,678.6,1.1,1.22,nan
4944,792,,51.7,-157.5,761.4,13.43,15.02,nan
4997,646,,23.7,-140.2,770.1,6.92,7.75,nan
5008,611,,16.7,-140.3,795.5,-14.54,16.33,nan
5088,381,,-26.3,-122.4,761.8,-1.47,1.65,81.07
5153,186,,-57.6,-92.3,734.8,8.6,9.58,53.97
5242,229,,-52.1,8.1,670.3,-8.79,9.71,45.29
5504,860,,64.0,149.0,716.3,2.4,2.67,nan
5531,803,,53.8,172.7,736.6,4.22,4.7,nan
5643,486,,-5.0,-153.8,792.5,12.86,14.44,nan
5709,287,,-40.9,-138.6,748.9,1.44,1.61,69.04
5736,207,,-54.5,-126.3,735.1,-4.72,5.26,58.86
6003,725,,41.1,28.9,650.5,0.33,0.36,nan
6032,808,,54.4,45.6,687.5,-12.92,14.3,nan
6062,870,,65.6,74.3,689.7,-0.32,0.35,nan
6070,882,,67.9,85.2,708.7,10.44,11.6,nan
