routine,t_avg,t_std,t_med,n,t_total
check_action_statuses,0.002,0.01,0.0,12069,23.938206200018612
update_state,0.001,0.006,0.0,12069,10.029688983286178
sense_environment,0.185,0.162,0.141,12068,2227.016238077078
update_state_environment,0.002,0.012,0.0,12068,23.603939596185228
get_environment_broadcasts,0.001,0.01,0.0,12068,15.546178672455426
get_agent_broadcasts,0.014,0.038,0.0,12068,173.67610275930565
sense,0.205,0.169,0.161,12068,2478.702154561259
think,0.231,0.24,0.136,12068,2793.580290398102
perform_broadcast,0.009,0.02,0.001,401,3.693098798077699
do,0.178,0.177,0.124,12068,2152.4528023997955
perform_wait_for_messages,0.179,0.178,0.125,11667,2089.9458404611323
perform_state_change,0.172,0.157,0.125,620,106.38051092297246
perform_observation,0.133,0.143,0.086,399,52.93250532703314
