routine,t_avg,t_std,t_med,n
vis_sat_2_0,0.064,0.012,0.064,2247
vis_sat_5_0,0.064,0.01,0.064,2202
sar_sat_7_0,0.064,0.007,0.064,2208
vis_sat_1_0,0.065,0.048,0.064,2241
sar_sat_5_0,0.064,0.01,0.064,2223
vis_sat_7_0,0.064,0.01,0.064,2198
sar_sat_0_0,0.064,0.012,0.064,2231
sar_sat_2_0,0.065,0.04,0.064,2202
vis_sat_0_0,0.065,0.028,0.064,2217
therm_sat_2_0,0.064,0.016,0.064,2232
vis_sat_4_0,0.064,0.007,0.064,2207
sar_sat_6_0,0.064,0.014,0.064,2211
therm_sat_7_0,0.064,0.013,0.064,2230
therm_sat_4_0,0.065,0.032,0.064,2214
therm_sat_5_0,0.067,0.092,0.064,2217
sar_sat_4_0,0.064,0.026,0.064,2240
sar_sat_1_0,0.065,0.019,0.064,2210
vis_sat_6_0,0.064,0.028,0.064,2235
sar_sat_3_0,0.064,0.013,0.064,2208
therm_sat_3_0,0.064,0.008,0.064,2227
therm_sat_6_0,0.064,0.008,0.064,2221
therm_sat_1_0,0.064,0.01,0.064,2217
therm_sat_0_0,0.064,0.008,0.064,2215
vis_sat_3_0,0.064,0.014,0.064,2222
query_measurement_data,0.0,0.0,0.0,625
