Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 0.16666666666666666
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
31,596,,60.233,-151.159,724.9,-4.83,5.38,86.67
76,1668,,40.72,-122.422,771.4,12.71,14.23,84.64
504,3049,,32.684,73.511,647.5,7.06,7.77,nan
507,4077,,34.29,74.516,647.4,6.1,6.72,nan
518,3563,,39.78,79.023,649.1,-1.66,1.83,nan
518,4616,,39.83,79.009,649.0,-1.31,1.45,nan
529,1389,,46.46,81.339,681.4,15.24,16.85,nan
531,668,,45.81,85.969,677.8,-13.85,15.3,nan
534,201,,47.277,87.285,677.4,-13.14,14.52,nan
540,816,,51.788,87.253,677.0,11.64,12.87,nan
544,628,,52.826,91.367,664.4,-1.61,1.78,nan
574,4753,,63.588,119.007,693.3,-8.37,9.28,nan
596,2589,,68.299,149.797,719.8,12.26,13.64,nan
596,4110,,68.357,149.994,721.5,12.82,14.26,nan
597,1307,,68.414,151.616,725.5,13.79,15.35,nan
597,3560,,68.337,151.517,723.2,13.1,14.58,nan
616,4319,,63.334,176.648,716.5,0.92,1.02,88.04
1039,4113,,-0.365,36.094,629.2,-1.08,1.19,nan
1058,1849,,10.233,40.542,636.2,-7.3,8.03,nan
1095,4743,,31.686,47.711,651.0,9.44,10.4,nan
1102,1311,,35.002,50.952,644.6,-1.28,1.41,nan
1112,10,,41.057,52.913,664.5,11.64,12.85,nan
1119,1465,,44.769,55.565,669.7,12.11,13.38,nan
1121,1531,,45.885,56.21,675.2,13.57,14.99,nan
1129,3648,,48.952,62.207,660.5,-3.45,3.8,nan
1130,1901,,48.926,63.83,675.5,-11.78,13.02,nan
1134,3650,,51.601,64.47,662.3,0.27,0.29,nan
1136,444,,52.921,64.971,667.1,5.59,6.17,nan
1136,2669,,52.594,65.59,663.7,0.83,0.92,nan
1137,3701,,52.424,67.503,673.1,-8.83,9.76,nan
1137,4811,,53.327,65.61,667.1,5.06,5.58,nan
1140,4634,,54.523,67.927,666.7,2.14,2.37,nan
1141,1600,,53.86,70.631,686.8,-13.15,14.55,nan
1141,3507,,53.752,70.935,692.9,-14.96,16.57,nan
1141,3770,,55.644,67.465,680.3,10.85,12.0,nan
1169,904,,66.456,94.154,714.1,15.11,16.78,nan
1197,4711,,65.237,135.794,715.0,-7.83,8.7,88.37
