gp_index,lat [deg],lon [deg],start time [s],duration [s],severity,measurements
406,-42.44871671198863,136.55285823195564,67163.61392932873,3600.0,39.36088260484525,"[visual,sar]"
1791,25.634388824913557,128.2996489295166,46196.67526308382,3600.0,13.031535015865902,"[visual,thermal]"
1501,11.579048984871676,45.55122344049661,84719.95710089992,3600.0,22.76630312069321,"[sar,thermal]"
1996,36.62401923284933,19.20801867175486,58625.783140798194,3600.0,14.273190842281169,"[thermal,sar]"
2194,49.01646159741871,152.67073676425815,2012.5539697338752,3600.0,46.84947409975081,"[thermal,sar]"
445,-40.07145801296576,173.75006028047898,77628.2113758017,3600.0,25.217193484502832,"[sar,thermal]"
67,-71.08872380245846,-48.3151288052091,27134.96370274141,3600.0,63.604510466791034,"[visual,sar]"
1196,-2.474957601889088,-134.58074129795546,16790.17046685937,3600.0,38.11163032014129,"[sar,visual]"
490,-37.42748815635647,105.9006780287752,53518.78111639855,3600.0,29.380693566845228,"[visual,thermal]"
1929,32.88692321457307,-127.77178997570836,51508.2970993634,3600.0,32.895694635060025,"[sar,thermal]"
307,-48.94664876370628,69.82149918570397,38860.92180260145,3600.0,22.79724351471565,"[visual,sar]"
558,-33.59911257873889,115.37272262620058,17736.383046527724,3600.0,63.25664501560831,"[visual,thermal]"
1959,34.53942708279828,66.99528852315576,25264.36105912352,3600.0,68.62917930002311,"[sar,thermal]"
990,-12.000301223235317,112.01865300984414,80552.76706869638,3600.0,30.148146221377313,"[visual,thermal]"
2420,69.3294754131208,35.916061455701325,544.9784554300563,3600.0,70.6364148598781,"[visual,thermal]"
1917,32.23456369486022,82.32137862474598,81995.47437820536,3600.0,37.5556389962358,"[visual,sar]"
826,-19.81988095204892,-16.70804278394644,3786.738091233959,3600.0,20.10458491996312,"[sar,thermal]"
545,-34.31723293312041,102.9736552766928,8503.03692839614,3600.0,54.88667433536766,"[thermal,visual]"
861,-18.124061270170536,-149.47978453527165,8840.446582270863,3600.0,63.17864585819149,"[sar,visual]"
690,-26.60395906299527,-35.65213197879723,51069.176296170874,3600.0,8.538186914240509,"[thermal,sar]"
66,-71.2306060025771,89.19263524482875,18678.622015169225,3600.0,62.03405113507279,"[sar,visual]"
687,-26.757794152582672,16.871160171316372,20087.79704340204,3600.0,78.41053252246368,"[thermal,sar]"
129,-63.69418052097368,66.20350009244343,56439.063898727916,3600.0,99.271454648486,"[thermal,sar]"
1590,15.776837902673366,47.36022298712688,76830.60924815385,3600.0,6.864591686449028,"[visual,sar]"
431,-40.91495083359069,-61.141243018990906,2078.854737205332,3600.0,86.62113315051484,"[sar,visual]"
1386,6.243638063146943,18.94408919485075,70904.53320069218,3600.0,22.26571515859369,"[thermal,sar]"
2047,39.59413113692431,-153.6879478801761,3300.0508479801956,3600.0,92.3574823688196,"[thermal,sar]"
1549,13.83368490214962,-74.82145096132075,62653.83627707374,3600.0,76.40087487149704,"[thermal,sar]"
1042,-9.574707015404718,161.6149224078753,29638.306901930388,3600.0,31.285007597629345,"[visual,thermal]"
742,-23.96869884380578,13.944137419233956,53265.40231214216,3600.0,14.162652410753529,"[visual,sar]"
529,-35.20961053502349,143.09788007729858,66098.37043435666,3600.0,45.00293778373972,"[sar,visual]"
1066,-8.461287797704685,101.42858520696664,19535.52470490841,3600.0,53.164915051889174,"[thermal,sar]"
594,-31.640657388291334,-154.90678317516245,65238.45695711619,3600.0,74.43652039670768,"[thermal,sar]"
794,-21.38629934109697,63.54040681726512,60981.50971936708,3600.0,80.38216540619804,"[visual,sar]"
313,-48.529802279775616,-35.22508511452321,72008.31934050612,3600.0,8.824211661630754,"[visual,thermal]"
2256,53.559893122786846,-92.8106343380893,33214.74402042472,3600.0,66.60516598833209,"[visual,sar]"
1831,27.685253640549725,27.98908692800211,64036.298249400614,3600.0,82.20399089186068,"[visual,thermal]"
260,-52.34310041233239,52.68640953748349,16334.359517803603,3600.0,71.24551428769237,"[sar,visual]"
529,-35.20961053502349,143.09788007729858,75750.70866419488,3600.0,2.9916532574328136,"[visual,sar]"
1206,-2.0164212543966085,-69.65838179833406,84204.09511170744,3600.0,93.48557067350957,"[sar,thermal]"
1787,25.431279574571143,-41.66929487033195,55034.67810965095,3600.0,62.51027238343796,"[sar,thermal]"
1741,23.11905129927408,163.68785143140968,17941.37262008612,3600.0,45.51430450054043,"[visual,thermal]"
1431,8.322345243300365,-48.905293056853054,19099.071099906552,3600.0,12.25624273824888,"[visual,sar]"
2011,37.4852071310516,116.59155792118692,85705.3449117209,3600.0,90.75407159053154,"[visual,sar]"
797,-21.23875405583483,11.01711466715154,34999.25716872633,3600.0,65.7392726639201,"[sar,thermal]"
1997,36.68113005071398,-118.29974537828298,38465.71376377414,3600.0,73.86182250824996,"[visual,sar]"
653,-28.51631838358579,12.135137872603684,78781.99286107969,3600.0,66.7539919787806,"[sar,thermal]"
536,-34.818006993452016,-99.45646827296645,44595.26680841392,3600.0,11.846551833732288,"[visual,sar]"
1525,12.703866452095289,-14.635113760412082,49601.84542130669,3600.0,33.54675563617435,"[thermal,visual]"
1866,29.51181056048756,-104.78265482332309,80622.69144404643,3600.0,46.2005874336919,"[thermal,sar]"
203,-56.85243721732465,-29.37103961035837,32524.756923699708,3600.0,62.45164284842557,"[thermal,sar]"
2353,61.89030834456936,-111.0637471917619,75958.34851041861,3600.0,35.4116904600199,"[sar,thermal]"
1431,8.322345243300365,-48.905293056853054,55694.954331359855,3600.0,98.7320357328159,"[thermal,sar]"
685,-26.860466613986038,-68.11331172860787,29229.441736125464,3600.0,22.257635214382997,"[visual,sar]"
2292,56.43578349757935,-3.0901401394522736,37381.78990091824,3600.0,22.161898470653043,"[visual,thermal]"
832,-19.52792781429223,-121.75462708417362,67442.45862876208,3600.0,61.868647021288304,"[thermal,visual]"
1519,12.4222128436904,90.41147053981508,69748.19581213522,3600.0,14.484253330185137,"[visual,sar]"
2153,46.22905754320086,30.48906281581051,65755.67769534088,3600.0,65.60862572979109,"[thermal,sar]"
2338,60.464680379932766,151.552713558806,71211.55429202865,3600.0,90.24492248823532,"[visual,thermal]"
2103,43.01009043448986,65.87726531770362,72612.98436409078,3600.0,10.756960502418512,"[thermal,visual]"
2347,61.31228384479155,-6.017162891534781,71908.30999066631,3600.0,34.27279426743609,"[visual,sar]"
2363,62.87877421118468,-46.14138769214054,41812.77792101109,3600.0,33.27755867899875,"[thermal,sar]"
1221,-1.3288497219925686,27.725157451098003,53905.70588713036,3600.0,76.09182878423476,"[sar,visual]"
778,-22.1757583552541,103.66463161787092,9868.289314711732,3600.0,15.224935621638114,"[thermal,visual]"
88,-68.31484021116147,-55.97817385600422,53969.74230016716,3600.0,97.35907833405989,"[visual,thermal]"
364,-45.11434910447349,151.87894833354582,46248.32411997418,3600.0,12.814070273165202,"[sar,visual]"
1651,18.703553203390907,-60.61338406518274,14276.705563409247,3600.0,73.20619820651704,"[visual,sar]"
2058,40.25131852089468,133.7266475694074,36738.905924860715,3600.0,34.720466658205375,"[visual,thermal]"
1899,31.26468812621152,37.46113152542749,3532.165449141538,3600.0,51.20786875829009,"[visual,thermal]"
663,-27.99615020757904,77.05749737222506,25471.549291905627,3600.0,45.160920320931055,"[sar,thermal]"
868,-17.786912334512554,-32.03413288553662,46299.77550872479,3600.0,62.87974424180754,"[sar,thermal]"
1724,22.27474961850518,-18.680159717946594,60202.56913436379,3600.0,43.52990328647833,"[thermal,visual]"
717,-25.22851211669438,-148.3617613298195,23566.018051516665,3600.0,93.25118822534692,"[thermal,sar]"
1659,19.090982393908675,-80.6754964654856,19557.582677252765,3600.0,50.53966588041428,"[sar,thermal]"
287,-50.36214778716653,-60.02321981353879,48772.2662271216,3600.0,67.1835023612667,"[thermal,visual]"
1334,3.8516371787914143,-30.652180203180365,54464.57216521313,3600.0,75.60516479723822,"[thermal,visual]"
455,-39.47531373640947,-121.32758021989964,37723.28375543317,3600.0,75.75362545589391,"[sar,thermal]"
195,-57.52891947309172,-9.308927210055458,3347.7882123607264,3600.0,55.1823921329467,"[sar,thermal]"
841,-19.090982393908675,80.6754964654856,26821.60780022252,3600.0,8.244199649092298,"[sar,visual]"
744,-23.868453418467443,98.92860931915824,54107.42840283294,3600.0,85.9092038029299,"[visual,sar]"
331,-47.29927700064391,9.635161984795284,74751.46373875655,3600.0,27.248644839517855,"[thermal,visual]"
30,-77.31961650818018,-0.5278589538082201,38630.50676067955,3600.0,57.60202503256261,"[thermal,sar]"
1078,-7.905809735194884,-108.6645833934877,36691.86496607143,3600.0,28.85228674883341,"[visual,sar]"
431,-40.91495083359069,-61.141243018990906,45577.41387955991,3600.0,23.16814151684703,"[visual,thermal]"
417,-41.76934686257916,63.96745368153914,2410.0870725348295,3600.0,68.77763379964843,"[visual,thermal]"
82,-69.0714164133498,49.06841044422295,334.048825402602,3600.0,90.9499022479406,"[thermal,visual]"
2219,50.795064646461896,-45.02336448668842,76888.7724876222,3600.0,31.723778843308626,"[sar,thermal]"
2248,52.94721802786297,-72.74852193778639,19250.663320828007,3600.0,13.797483337222527,"[thermal,visual]"
1810,26.60395906299527,35.652131978797215,74472.22454633348,3600.0,60.5824044194047,"[sar,thermal]"
939,-14.40062896563591,-75.08538043822489,28735.757269818023,3600.0,18.369762233944286,"[sar,thermal]"
2262,54.0252830924796,162.14278136168355,1133.0207894158189,3600.0,71.81736864620451,"[thermal,visual]"
1970,35.15355204073072,-5.590116027260763,7980.19824279646,3600.0,95.71391048418272,"[visual,sar]"
446,-40.01161005295928,36.24229623044114,40771.54615033201,3600.0,84.67800142931625,"[visual,sar]"
1027,-10.272424588073523,64.23138315844325,18982.846190426983,3600.0,47.00065057374021,"[thermal,visual]"
2099,42.759963320563024,-104.09167848214494,50053.680838699205,3600.0,83.26591649850509,"[sar,visual]"
2383,64.96339287254469,83.70333130710222,73029.6645887648,3600.0,72.79820320177764,"[thermal,visual]"
2005,37.139557057605465,-138.3618577785859,26717.416090829312,3600.0,42.943983275059814,"[sar,visual]"
1930,32.94150226315902,94.72044597425376,37197.38410826237,3600.0,3.794206249247023,"[thermal,sar]"
1247,-0.13745502072738,52.52329215011358,15904.957879665133,3600.0,22.689408604734407,"[thermal,visual]"
168,-59.91170978871385,103.4007021409668,24537.569600778417,3600.0,36.31573592789022,"[visual,sar]"
